63:100236,1,0,8.052595,3.525161,8.924879,5.702066,4.369803,7.714168,3.497550,5.537259,1,1,0,;
64:100236,1,0,8.128596,3.474912,9.016942,5.646462,4.469598,7.684454,3.581253,5.512905,1,1,0,;
65:100236,1,0,8.205258,3.418419,9.113867,5.585446,4.575659,7.650721,3.667050,5.483693,1,1,0,;
66:100236,1,0,8.267494,3.370286,9.191300,5.529222,4.661259,7.618590,3.737452,5.459655,1,1,0,;
67:100236,1,0,8.383505,3.283089,9.324363,5.426539,4.816948,7.568799,3.876091,5.425350,1,1,0,;
68:100236,1,0,8.460825,3.215075,9.419413,5.348405,4.926907,7.526645,3.968319,5.393315,1,1,0,;
69:100236,1,0,8.534654,3.149665,9.512105,5.268337,5.035424,7.483687,4.057973,5.365016,1,1,0,;
70:100236,1,0,8.610525,3.083276,9.607705,5.190689,5.150593,7.448168,4.153413,5.340755,1,1,0,;
71:100236,1,0,8.678330,3.021245,9.693050,5.117145,5.255108,7.415001,4.240387,5.319101,1,1,0,;
72:100236,1,0,8.749929,2.963928,9.791080,5.047863,5.371770,7.383449,4.330620,5.299513,1,1,0,;
73:100236,1,0,8.813198,2.916092,9.875919,4.988054,5.464463,7.341702,4.401742,5.269740,1,1,0,;
74:100236,1,0,8.869559,2.868645,9.949103,4.929808,5.547980,7.305393,4.468436,5.244230,1,1,0,;
75:100236,1,0,8.910173,2.832923,10.017332,4.890239,5.581538,7.283871,4.474379,5.226554,1,1,0,;
76:100236,1,0,8.968620,2.779892,10.080428,4.828078,5.641815,7.252409,4.530008,5.204224,1,1,0,;
77:100236,1,0,9.016326,2.741124,10.125246,4.781730,5.707082,7.225390,4.598162,5.184785,1,1,0,;
78:100236,1,0,9.058665,2.705629,10.166002,4.740946,5.765777,7.201892,4.658439,5.166575,1,1,0,;
79:100236,1,0,9.096984,2.673913,10.199466,4.700363,5.815948,7.178474,4.713466,5.152024,1,1,0,;
80:100236,1,0,9.131434,2.652807,10.238611,4.676694,5.860855,7.164966,4.753678,5.141078,1,1,0,;
81:100236,1,0,9.177945,2.625233,10.291217,4.645774,5.920979,7.147229,4.807708,5.126688,1,1,0,;
82:100236,1,0,9.210661,2.606998,10.327941,4.625322,5.962678,7.135449,4.845398,5.117125,1,1,0,;
83:100236,1,0,9.238506,2.593677,10.358706,4.610379,5.997082,7.126824,4.876884,5.110122,1,1,0,;
84:100236,1,0,9.266270,2.581644,10.389096,4.596880,6.030761,7.119015,4.907935,5.103778,1,1,0,;
85:100236,1,0,9.275918,2.577142,10.399728,4.591831,6.042631,7.116099,4.918821,5.101411,1,1,0,;
86:100236,1,0,9.288515,2.572137,10.413408,4.586215,6.057685,7.112844,4.932791,5.098766,1,1,0,;
87:100236,1,0,9.297006,2.567286,10.422938,4.580774,6.068552,7.109684,4.942620,5.096197,1,1,0,;
88:100236,1,0,9.301523,2.562063,10.428570,4.574916,6.075637,7.106280,4.948590,5.093427,1,1,0,;
89:100236,1,0,9.302115,2.560238,10.429534,4.572869,6.077156,7.105096,4.949736,5.092464,1,1,0,;
90:100236,1,0,9.298853,2.562757,10.425712,4.575693,6.072668,7.106740,4.945809,5.093804,1,1,0,;
91:100236,1,99,9.298847,2.562583,10.425724,4.575500,6.072732,7.106611,4.945856,5.093693,1,1,0,;
92:100236,1,0,9.296934,2.560257,10.424313,4.572890,6.071951,7.105093,4.944572,5.092459,1,1,0,;
93:100236,1,0,9.295109,2.559649,10.422608,4.572207,6.070410,7.104689,4.942911,5.092131,1,1,0,;
94:100236,1,0,9.292273,2.558087,10.420106,4.570455,6.068336,7.103667,4.940502,5.091300,1,1,0,;
95:100236,1,0,9.291949,2.554547,10.420549,4.566483,6.069737,7.101353,4.941137,5.089417,1,1,0,;
96:100236,1,0,9.289343,2.547929,10.419370,4.559057,6.070362,7.097026,4.940335,5.085898,1,1,0,;
97:100236,1,0,9.283292,2.541437,10.414725,4.551768,6.067466,7.092775,4.936033,5.082444,1,1,0,;
98:100236,1,0,9.271712,2.535668,10.404410,4.545287,6.058693,7.088995,4.925996,5.079376,1,1,0,;
99:100236,1,0,9.255410,2.527412,10.389899,4.536011,6.046439,7.083594,4.911949,5.074995,1,1,0,;
100:100236,1,0,9.236499,2.514135,10.373867,4.521091,6.034072,7.074918,4.896704,5.067961,1,1,0,;
101:100236,1,0,9.216658,2.493074,10.358586,4.497417,6.024652,7.061157,4.882722,5.056815,1,1,0,;
102:100236,1,0,9.181506,2.450519,10.332713,4.449528,6.010686,7.033327,4.859480,5.034317,1,1,0,;
103:100236,1,0,9.159827,2.417664,10.318191,4.412518,6.005487,7.011831,4.847123,5.016976,1,1,0,;
104:100236,1,0,9.122844,2.367628,10.292145,4.356097,5.993730,6.979005,4.824430,4.990537,1,1,0,;
105:100236,1,0,9.086084,2.308280,10.268350,4.289071,5.987118,6.939957,4.804852,4.959167,1,1,0,;
106:100236,1,0,9.047214,2.240993,10.244116,4.212937,5.982684,6.895526,4.785782,4.923582,1,1,0,;
107:100236,1,0,8.989117,2.183090,10.190243,4.136450,5.932629,6.784959,4.731503,4.831599,1,1,0,;
108:100236,1,0,8.904238,2.065879,10.137556,3.967156,5.967643,6.624043,4.734324,4.722766,1,1,0,;
109:100236,1,0,8.841971,1.992278,10.088263,3.895118,5.881163,6.572353,4.634871,4.669513,1,1,0,;
110:100236,1,0,8.795383,1.903378,10.060785,3.793553,5.880876,6.513045,4.615474,4.622871,1,1,0,;
111:100236,1,0,8.737733,1.792553,10.026924,3.666588,5.881721,6.438694,4.592530,4.564659,1,1,0,;
112:100236,1,0,8.707060,1.735971,10.008411,3.601598,5.881287,6.400547,4.579935,4.534919,1,1,0,;
113:100236,1,0,8.641261,1.616032,9.945622,3.467494,5.842272,6.315890,4.537910,4.464428,1,1,0,;
114:100236,1,0,8.589324,1.518249,9.914590,3.354798,5.843811,6.249553,4.518544,4.413004,1,1,0,;
115:100236,1,0,8.525651,1.411224,9.846921,3.230274,5.823129,6.190594,4.501858,4.371543,1,1,0,;
116:100236,1,0,8.467968,1.310311,9.810757,3.113560,5.822381,6.121423,4.479592,4.318174,1,1,0,;
117:100236,1,0,8.406172,1.184205,9.747602,2.964916,5.803795,6.032668,4.462365,4.251957,1,1,0,;
118:100236,1,0,8.362317,1.100757,9.696286,2.871625,5.783757,5.980049,4.449788,4.209181,1,1,0,;
119:100236,1,0,8.295771,1.002814,9.634273,2.753637,5.765049,5.916543,4.426547,4.165719,1,1,0,;
120:100236,1,0,8.258217,0.949326,9.587056,2.684158,5.745291,5.881127,4.416452,4.146296,1,1,0,;
121:100236,1,0,8.182286,0.830731,9.524026,2.545585,5.730146,5.799572,4.388406,4.084717,1,1,0,;
122:100236,1,0,8.095961,0.710636,9.456507,2.406857,5.715230,5.721498,4.354684,4.025277,1,1,0,;
123:100236,1,0,8.014181,0.598261,9.387836,2.277143,5.692810,5.643483,4.319155,3.964601,1,1,0,;
124:100236,1,0,7.961516,0.539098,9.352613,2.206861,5.682013,5.600479,4.290915,3.932716,1,1,0,;
125:100236,1,0,7.880401,0.433927,9.295484,2.083046,5.666852,5.520872,4.251770,3.871753,1,1,0,;
126:100236,1,0,7.819927,0.355478,9.243449,1.970298,5.656360,5.451232,4.232838,3.836412,1,1,0,;
127:100236,1,0,7.751640,0.268191,9.183739,1.869220,5.638310,5.391630,4.206211,3.790601,1,1,0,;
128:100236,1,0,7.691508,0.183590,9.100796,1.807858,5.709120,5.253377,4.299832,3.629109,1,1,0,;
129:100236,1,0,7.615421,0.092573,9.044456,1.690970,5.675136,5.201388,4.246101,3.602991,1,1,0,;
130:100236,1,0,7.567696,0.035171,9.011814,1.616178,5.654296,5.173564,4.210178,3.592558,1,1,0,;
131:100236,1,0,7.494348,-0.049026,8.937029,1.530030,5.698492,5.051252,4.255811,3.472196,1,1,0,;
132:100236,1,0,7.443813,-0.100235,8.908716,1.465144,5.713772,4.975207,4.248868,3.409828,1,1,0,;
133:100236,1,0,7.391705,-0.140207,8.884372,1.402112,5.722168,4.906751,4.229501,3.364431,1,1,0,;
134:100236,1,0,7.322748,-0.202990,8.835917,1.314110,5.708562,4.838844,4.195392,3.321744,1,1,0,;
135:100236,1,0,7.262800,-0.267567,8.810396,1.224419,5.703935,4.769062,4.156339,3.277076,1,1,0,;
136:100236,1,0,7.224156,-0.310779,8.788864,1.167767,5.708524,4.728652,4.143815,3.250106,1,1,0,;
137:100236,1,0,7.178102,-0.357727,8.751598,1.104655,5.703653,4.670452,4.130157,3.208069,1,1,0,;
138:100236,1,0,7.128337,-0.404588,8.715250,1.050990,5.687670,4.625464,4.100757,3.169886,1,1,0,;
139:100236,1,0,7.078481,-0.442558,8.678403,1.008957,5.671011,4.582792,4.071090,3.131277,1,1,0,;
140:100236,1,0,7.050007,-0.474208,8.658833,0.965092,5.663474,4.558632,4.054648,3.119332,1,1,0,;
141:100236,1,0,7.002398,-0.514102,8.623098,0.910701,5.646473,4.524327,4.025773,3.099524,1,1,0,;
142:100236,1,0,6.963998,-0.547513,8.601559,0.857777,5.639849,4.476851,4.002288,3.071561,1,1,0,;
143:100236,1,0,6.919640,-0.584866,8.571824,0.812471,5.638397,4.421706,3.986213,3.024369,1,1,0,;
144:100236,1,0,6.883426,-0.603561,8.553967,0.781764,5.645439,4.383912,3.974898,2.998586,1,1,0,;
145:100236,1,0,6.827200,-0.631874,8.521808,0.732826,5.636625,4.348756,3.942017,2.984055,1,1,0,;
146:100236,1,0,6.785468,-0.653609,8.485234,0.708213,5.651969,4.307587,3.952203,2.945765,1,1,0,;
147:100236,1,0,6.736464,-0.672740,8.445061,0.682967,5.628242,4.301526,3.919645,2.945818,1,1,0,;
148:100236,1,0,6.697579,-0.684871,8.422059,0.651393,5.567836,4.346010,3.843355,3.009746,1,1,0,;
149:100236,1,0,6.655670,-0.707910,8.399864,0.613476,5.530774,4.337866,3.786579,3.016480,1,1,0,;
150:100236,1,0,6.610744,-0.725464,8.362876,0.577265,5.502409,4.325375,3.750279,3.022645,1,1,0,;
151:100236,1,0,6.581755,-0.738954,8.337723,0.564456,5.483596,4.318336,3.727628,3.014927,1,1,0,;
152:100236,1,0,6.541759,-0.754498,8.298041,0.561497,5.460993,4.307715,3.704709,2.991720,1,1,0,;
153:100236,1,0,6.512606,-0.764812,8.279407,0.553198,5.441288,4.320839,3.674486,3.002828,1,1,0,;
154:100236,1,0,6.461158,-0.773689,8.239621,0.539855,5.393450,4.323357,3.614987,3.009813,1,1,0,;
155:100236,1,0,6.415190,-0.780737,8.198093,0.531583,5.347538,4.324460,3.564634,3.012139,1,1,0,;
156:100236,1,0,6.356802,-0.792020,8.152114,0.517435,5.297666,4.330947,3.502354,3.021492,1,1,0,;
157:100236,1,0,6.333926,-0.800577,8.137889,0.509462,5.264676,4.346193,3.460712,3.036154,1,1,0,;
158:100236,1,0,6.280953,-0.812546,8.093371,0.494876,5.209186,4.357317,3.396767,3.049895,1,1,0,;
159:100236,1,0,6.249005,-0.823618,8.063722,0.490448,5.168856,4.380434,3.354165,3.066349,1,1,0,;
160:100236,1,0,9.001967,0.975168,10.346419,-1.041937,14.787851,2.016882,13.443399,4.033987,1,1,0,;
161:100236,1,0,8.980151,0.958411,10.320825,-1.061206,14.767982,1.989297,13.427309,4.008914,1,1,0,;
162:100236,1,0,8.946379,0.931569,10.280976,-1.092070,14.737273,1.945054,13.402675,3.968692,1,1,0,;
